WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (19497827.9469417 -4436895.44979088)",162700,Kawakawa Bay-Orere,208.77544671,208.77544671,1791526.02475,5904723.36495,-36.98413362,175.15196852,19497827.9469,-4436895.44979
"POINT (19473582.5071344 -4446990.20797675)",162800,Papakura West,0.56013558,0.56013558,1771976.1895,5897106.21135,-37.05653671,174.93416803,19473582.5071,-4446990.20798
"POINT (19486021.2036583 -4441171.27979978)",162900,Clevedon,49.97263142,49.97263142,1782012.16655,5901527.90845,-37.01480977,175.04590674,19486021.2037,-4441171.2798
"POINT (19475116.2782182 -4447112.59155808)",163000,Papakura North,1.2487808,1.2487808,1773199.4015,5896983.84505,-37.05741406,174.94794613,19475116.2782,-4447112.59156
"POINT (19473422.2676471 -4448679.73710787)",163100,Pahurehure,1.2071569,1.2071569,1771820.858,5895765.06145,-37.06864785,174.93272857,19473422.2676,-4448679.73711
"POINT (19474545.5129262 -4448229.8442743)",163200,Papakura Central,1.56524401,1.56524401,1772725.30115,5896104.5642,-37.06542305,174.94281885,19474545.5129,-4448229.84427
"POINT (19477119.6530401 -4446278.49618807)",163300,Papakura North East,1.48821034,1.48821034,1774813.44615,5897614.3592,-37.05143433,174.96594275,19477119.653,-4446278.49619
"POINT (19472727.1088048 -4450900.56661228)",163400,Karaka Lakes,3.3305519,3.3305519,1771229.8285,5894010.34175,-37.08456461,174.92648385,19472727.1088,-4450900.56661
"POINT (19476724.6628155 -4447380.46124991)",163500,Papakura Kelvin,1.01704881,1.01704881,1774479.8002,5896744.35365,-37.05933436,174.96239449,19476724.6628,-4447380.46125
"POINT (19475883.5486304 -4448352.14370537)",163600,Papakura Massey Park,0.89410414,0.89410414,1773792.02655,5895985.3798,-37.0662997,174.95483864,19475883.5486,-4448352.14371
"POINT (19474021.3315016 -4450367.3461995)",163700,Rosehill,1.54499723,1.54499723,1772271.94805,5894413.29935,-37.0807433,174.93811005,19474021.3315,-4450367.3462
"POINT (19462558.8325467 -4463795.58593208)",163800,Patumahoe,34.37898701,34.37898701,1762912.0988,5883924.44125,-37.17691755,174.83514067,19462558.8325,-4463795.58593
"POINT (19478596.3945496 -4447258.66431883)",163900,Papakura East,2.01763954,2.01763954,1775976.9469,5896810.22435,-37.05846123,174.97920854,19478596.3945,-4447258.66432
"POINT (19475119.7827703 -4449820.72448104)",164000,Opaheke,1.10867301,1.10867301,1773158.04725,5894830.01705,-37.07682576,174.94797761,19475119.7828,-4449820.72448
"POINT (19476936.2950281 -4449322.23192296)",164100,Papakura Industrial,1.53838175,1.53838175,1774616.92655,5895196.55565,-37.07325298,174.96429562,19476936.295,-4449322.23192
"POINT (19478383.2390582 -4448503.6108934)",164200,Red Hill,2.1029976,2.1029976,1775786.0746,5895823.6071,-37.06738541,174.97729374,19478383.2391,-4448503.61089
"POINT (19473863.6995886 -4453901.8511464)",164300,Drury,10.3915445,10.3915445,1772088.76075,5891605.85335,-37.10606959,174.93669402,19473863.6996,-4453901.85115
"POINT (19450112.0591656 -4473269.02386328)",164400,Tamakae,1.34089266,1.34089266,1752848.5423,5876590.96875,-37.2446936,174.72332941,19450112.0592,-4473269.02386
"POINT (19451914.8521089 -4473428.58772153)",164500,Hamilton Estate,2.25898673,2.25898673,1754282.70815,5876438.087,-37.24583465,174.73952417,19451914.8521,-4473428.58772
"POINT (19478101.3464112 -4454758.65328959)",164600,Drury Rural,36.00907218,36.00907218,1775457.5137,5890855.12055,-37.11220768,174.97476145,19478101.3464,-4454758.65329
"POINT (19450611.0308893 -4474827.89815275)",164700,Waiuku Central,1.13131897,1.13131897,1753223.54825,5875346.95825,-37.25584046,174.72781174,19450611.0309,-4474827.89815
"POINT (19451407.6880718 -4475125.73687927)",164800,Waiuku East,0.83262875,0.83262875,1753853.9106,5875099.0685,-37.25796999,174.73496824,19451407.6881,-4475125.73688
"POINT (19453161.9005866 -4474450.84917674)",164900,Kendallvale,2.14456963,2.14456963,1755261.3574,5875608.72315,-37.25314449,174.7507266,19453161.9006,-4474450.84918
"POINT (19463928.2098803 -4468935.10105181)",165000,Puni,38.19095891,38.19095891,1763924.66685,5879822.6874,-37.21369487,174.847442,19463928.2099,-4468935.10105
"POINT (19473572.8903451 -4461355.62463045)",165100,Ramarama,43.61591016,43.61591016,1771735.8694,5885687.7103,-37.15945142,174.93408164,19473572.8903,-4461355.62463
"POINT (19490004.8680489 -4450621.34671786)",165200,Hunua,77.83513493,77.83513493,1785031.5748,5893941.2458,-37.08256361,175.08169261,19490004.868,-4450621.34672
"POINT (19469311.7785829 -4464541.28869357)",165300,Pukekohe North West,4.78236896,4.78236896,1768286.03205,5883226.26125,-37.18225476,174.89580342,19469311.7786,-4464541.28869
"POINT (19473731.8898613 -4465111.18973252)",165400,Anselmi Ridge,7.53297597,7.53297597,1771801.8061,5882702.46055,-37.18633345,174.93550996,19473731.8899,-4465111.18973
"POINT (19468447.5433541 -4467156.5916113)",165500,Pukekohe West,2.20764245,2.20764245,1767555.43295,5881163.47695,-37.20097025,174.88803986,19468447.5434,-4467156.59161
"POINT (19470971.5393601 -4465339.9332291)",165600,Cape Hill,0.71737513,0.71737513,1769596.8936,5882565.50075,-37.18797047,174.9107133,19470971.5394,-4465339.93323
"POINT (19469322.6965029 -4468006.71845206)",165700,Rosa Birch Park,0.79170524,0.79170524,1768239.6802,5880474.6516,-37.20705288,174.8959015,19469322.6965,-4468006.71845
"POINT (19471234.5898239 -4466598.49934042)",165800,Rooseville Park,1.34580916,1.34580916,1769786.4821,5881561.9777,-37.19697684,174.91307633,19471234.5898,-4466598.49934
"POINT (19468959.2051961 -4469246.90329077)",165900,Cloverlea (Auckland),2.37781817,2.37781817,1767930.2202,5879495.9994,-37.21592548,174.8926362,19468959.2052,-4469246.90329
"POINT (19471262.3272082 -4468267.62327123)",166000,Pukekohe Central,2.93912945,2.93912945,1769781.833,5880236.4427,-37.20891954,174.9133255,19471262.3272,-4468267.62327
"POINT (19470071.0492137 -4468735.50839415)",166100,Pukekohe Hospital,0.7348586,0.7348586,1768824.66895,5879884.16645,-37.21226696,174.90262406,19470071.0492,-4468735.50839
"POINT (19471920.7977558 -4470842.27429741)",166200,Buckland,8.62446111,8.62446111,1770265.3554,5878182.25575,-37.22733765,174.91924064,19471920.7978,-4470842.2743
"POINT (19481162.0370189 -4463579.10161746)",166300,Bombay Hills,31.68201967,31.68201967,1777752.74905,5883796.01435,-37.17536804,175.0022561,19481162.037,-4463579.10162
"POINT (19490091.3886254 -4459597.30509043)",166400,Ararimu,91.30824094,91.30824094,1784944.13125,5886805.4466,-37.14686222,175.08246983,19490091.3886,-4459597.30509
"POINT (19534519.6960497 -4397326.09654356)",166500,Colville,542.61700961,542.61700961,1821686.25075,5935573.94095,-36.69966402,175.48157611,19534519.696,-4397326.09654
"POINT (19569516.3416776 -4385644.41254619)",166600,Islands Thames-Coromandel District,35.38512732,35.38512732,1850049.1636,5944141.6566,-36.6154806,175.79595633,19569516.3417,-4385644.41255
"POINT (19536093.683295 -4405117.12357892)",166700,Coromandel,10.86995774,10.86995774,1822787.35695,5929316.9804,-36.75575844,175.49571548,19536093.6833,-4405117.12358
"POINT (19533143.330405 -4409628.20005277)",166800,Inlets Thames-Coromandel District,0,91.65504543,1820328.0472,5925776.61095,-36.78821889,175.46921201,19533143.3304,-4409628.20005
"POINT (19549014.4532831 -4417346.89148326)",166900,Mercury Bay North,305.23054246,305.23054246,1832883.89805,5919279.01965,-36.84372857,175.61178473,19549014.4533,-4417346.89148
"POINT (19555902.1768815 -4414246.86901263)",167000,Whitianga North,12.51361931,12.51361931,1838471.30425,5921599.60435,-36.82143931,175.6736582,19555902.1769,-4414246.86901
"POINT (19558118.0751594 -4415941.33792272)",167100,Whitianga South,4.82697456,4.87532636,1840208.9993,5920197.7134,-36.8336234,175.69356396,19558118.0752,-4415941.33792
"POINT (19541445.6879695 -4439768.9942855)",167200,Thames Coast,116.10186822,116.10186822,1826343.3173,5901575.298,-37.0047507,175.54379335,19541445.688,-4439768.99429
"POINT (19564150.664515 -4416912.23468136)",167300,Cooks Beach-Ferry Landing,2.69680107,2.69680107,1845020.50305,5919285.4216,-36.84060376,175.74775563,19564150.6645,-4416912.23468
"POINT (19560656.8615494 -4435226.64889133)",167400,Mercury Bay South,359.35416515,359.35416515,1841805.31625,5904767.42185,-36.97215776,175.71637026,19560656.8615,-4435226.64889
"POINT (19550511.8929239 -4454089.32603044)",167500,Kauaeranga,180.50262398,180.50262398,1833276.6417,5889986.34095,-37.1074127,175.62523646,19550511.8929,-4454089.32603
"POINT (19541682.2815108 -4457457.47752972)",167600,Thames North,2.62218648,2.62218648,1826155.39415,5887501.24405,-37.13153868,175.54591871,19541682.2815,-4457457.47753
"POINT (19541182.5626951 -4458684.06796432)",167700,Thames Central,1.27303449,1.27303449,1825730.4387,5886537.2033,-37.14032281,175.54142966,19541182.5627,-4458684.06796
"POINT (19543142.6659014 -4459912.93150764)",167800,Thames South,3.27854971,3.27854971,1827268.3093,5885518.7047,-37.1491222,175.55903757,19543142.6659,-4459912.93151
"POINT (19566413.9959356 -4453200.37052395)",167900,Hikuai,284.15589604,284.15589604,1845993.53535,5890332.31435,-37.10104385,175.76808748,19566413.9959,-4453200.37052
"POINT (19543262.8983072 -4462532.95185419)",168000,Totora-Kopu,8.38949216,8.38949216,1827308.03315,5883434.66605,-37.16787966,175.56011763,19543262.8983,-4462532.95185
"POINT (19575913.5344599 -4438354.00340455)",168100,Tairua,4.17166395,4.17166395,1853933.5476,5901920.06655,-36.99459914,175.85342329,19575913.5345,-4438354.0034
"POINT (19576075.8979052 -4443826.14889587)",168200,Pauanui,9.89683611,9.89683611,1853932.60865,5897560.39,-37.03385041,175.85488182,19576075.8979,-4443826.1489
"POINT (19554479.0416242 -4472230.19565256)",168300,Matatoki-Puriri,161.09379341,161.09379341,1836039.35575,5875488.602,-37.23726446,175.66087396,19554479.0416,-4472230.19565
"POINT (19573317.2511097 -4463564.91358191)",168400,Whangamata Rural,153.63912287,153.63912287,1851259.8719,5881933.047,-37.17526649,175.83010048,19573317.2511,-4463564.91358
"POINT (19577379.1314324 -4468906.85720127)",168500,Whangamata,8.45990329,8.45990329,1854371.68425,5877593.48215,-37.21349281,175.86658897,19577379.1314,-4468906.8572
"POINT (19511647.623338 -4454945.88506973)",168600,Miranda-Pukorokoro,81.34040383,81.34040383,1802232.6118,5890106.63435,-37.11354894,175.27611278,19511647.6233,-4454945.88507
"POINT (19525048.0328847 -4475966.65491983)",168700,Hauraki Plains North,178.73887502,178.73887502,1812507.59105,5873150.7409,-37.26398219,175.39649071,19525048.0329,-4475966.65492
"POINT (19541417.139119 -4472360.07875342)",168800,Hauraki Plains East,90.71412544,90.71412544,1825626.02425,5875671.8334,-37.23819335,175.54353689,19541417.1391,-4472360.07875
"POINT (19535625.5872801 -4478067.08887744)",168900,Ngatea,3.35368512,3.35368512,1820890.91875,5871266.7791,-37.27899729,175.4915105,19535625.5873,-4478067.08888
"POINT (19534620.9350646 -4488746.29729369)",169000,Hauraki Plains South,251.34905576,251.34905576,1819868.1396,5862821.63325,-37.355292,175.48248555,19534620.9351,-4488746.29729
"POINT (19545325.4701596 -4494092.19644716)",169100,Paeroa Rural,272.5613858,272.5613858,1828270.58025,5858358.23075,-37.39345524,175.57864603,19545325.4702,-4494092.19645
"POINT (19555933.1993713 -4491556.03798367)",169200,Paeroa,6.86969579,6.86969579,1836764.60965,5860132.10615,-37.37535256,175.67393688,19555933.1994,-4491556.03798
"POINT (19568221.2042887 -4500141.82957072)",169300,Waihi Rural,375.75229172,375.75229172,1846339.8214,5853050.16365,-37.43661886,175.78432191,19568221.2043,-4500141.82957
"POINT (19573694.8260511 -4493079.50697167)",169400,Waihi North,2.63486749,2.63486749,1850859.1995,5858512.6746,-37.38622736,175.83349229,19573694.8261,-4493079.50697
"POINT (19576157.2840542 -4492526.58764013)",169500,Waihi East,4.07789326,4.07789326,1852831.31105,5858891.5643,-37.3822807,175.85561293,19576157.2841,-4492526.58764
"POINT (19574143.4535047 -4494637.78681211)",169600,Waihi South,2.69478875,2.69478875,1851178.9255,5857267.69935,-37.397349,175.83752238,19574143.4535,-4494637.78681
"POINT (19455874.2513631 -4479792.23474407)",169700,Aka Aka,186.86632842,186.86632842,1757342.85605,5871331.9682,-37.29132737,174.77509206,19455874.2514,-4479792.23474
"POINT (19500481.0876498 -4460734.74585379)",169800,Mangatangi,257.805407,257.805407,1793213.29905,5885715.6877,-37.1550063,175.17580209,19500481.0876,-4460734.74585
"POINT (19475599.9020412 -4479076.52878442)",169900,Tuakau Rural,46.00082206,46.00082206,1773062.88145,5871589.8385,-37.28621227,174.95229059,19475599.902,-4479076.52878
"POINT (19475140.3718937 -4475019.87520725)",170000,Tuakau North,2.69478358,2.69478358,1772763.19095,5874815.0088,-37.25721309,174.94816256,19475140.3719,-4475019.87521
"POINT (19467050.898807 -4489989.66198261)",170100,Onewhero,205.40043726,205.40043726,1766082.7236,5863077.8628,-37.36416985,174.87549359,19467050.8988,-4489989.66198
"POINT (19481448.7566345 -4476829.20198094)",170200,Pokeno Rural,88.62761866,88.62761866,1777758.74215,5873274.73425,-37.27014853,175.00483175,19481448.7566,-4476829.20198
"POINT (19474306.1674417 -4478412.0044412)",170300,Tuakau South,2.65915739,2.65915739,1772043.36415,5872138.04845,-37.28146265,174.94066878,19474306.1674,-4478412.00444
"POINT (19456445.2592621 -4503877.68437606)",170400,Port Waikato-Waikaretu,210.11800788,210.11800788,1757437.62475,5852246.5503,-37.46326144,174.78022151,19456445.2593,-4503877.68438
"POINT (19483161.246085 -4473195.64712528)",170500,Pokeno,6.43987199,6.43987199,1779184.43655,5876128.3217,-37.24416888,175.0202153,19483161.2461,-4473195.64713
"POINT (19481497.3934315 -4488833.00537472)",170600,Pukekawa,140.86462885,140.86462885,1777595.5201,5863757.92385,-37.35591115,175.00526866,19481497.3934,-4488833.00537
"POINT (19504827.7269629 -4478063.84167822)",170700,Maramarua,267.66011442,267.66011442,1796359.36065,5871879.96075,-37.27897408,175.21484861,19504827.727,-4478063.84168
"POINT (19490943.2374441 -4493561.44717884)",170800,Rangiriri,137.34016866,172.78853536,1785028.4141,5859849.3043,-37.3896672,175.09012212,19490943.2374,-4493561.44718
"POINT (19485982.8140371 -4536721.24008293)",170900,Te Akau,804.11799782,816.01916653,1780340.8493,5825824.7748,-37.69707947,175.04556188,19485982.814,-4536721.24008
"POINT (19470222.5717676 -4549508.43448367)",171000,Inlets Waikato District,0,65.43013549,1767652.853,5816008.64925,-37.78791463,174.90398521,19470222.5718,-4549508.43448
"POINT (19497388.496915 -4495362.26033145)",171100,Te Kauwhata,1.73961842,1.73961842,1790122.05365,5858308.06315,-37.4025191,175.14802087,19497388.4969,-4495362.26033
"POINT (19502204.4247903 -4513303.0706411)",171200,Huntly Rural,353.22828303,353.22828303,1793621.31385,5844025.7151,-37.53043725,175.19128309,19502204.4248,-4513303.07064
"POINT (19515255.3764755 -4498346.60163)",171300,Waerenga,261.7261774,261.7261774,1804272.13355,5855609.4283,-37.42381266,175.30852178,19515255.3765,-4498346.60163
"POINT (19496354.9918808 -4514088.34063684)",171400,Huntly West,5.77450348,5.77450348,1788963.6389,5843511.9289,-37.53603123,175.13873674,19496354.9919,-4514088.34064
"POINT (19499337.8783215 -4516623.17861423)",171500,Huntly East,8.78164968,8.78164968,1791285.2462,5841454.32575,-37.55408564,175.16553246,19499337.8783,-4516623.17861
"POINT (19464641.3558247 -4552815.30680178)",171600,Raglan,4.90270989,4.90270989,1763186.05235,5813492.81455,-37.8113872,174.8538483,19464641.3558,-4552815.3068
"POINT (19516219.8615422 -4518996.6420352)",171700,Whitikahu,253.62687468,253.62687468,1804636.62485,5839259.2497,-37.5709867,175.3171859,19516219.8615,-4518996.64204
"POINT (19474032.6417322 -4562942.71945781)",171800,Te Uku,549.66687502,549.66687502,1770447.35985,5805370.4545,-37.88322634,174.93821165,19474032.6417,-4562942.71946
"POINT (19501888.172934 -4531306.8035306)",171900,Taupiri-Lake Kainui,49.76237579,49.76237579,1793038.7456,5829811.7342,-37.65858387,175.18844215,19501888.1729,-4531306.80353
"POINT (19497995.4751049 -4531798.08651559)",172000,Ngaruawahia North,1.15297035,1.15297035,1789944.93475,5829495.49545,-37.66207762,175.15347345,19497995.4751,-4531798.08652
"POINT (19497059.4549904 -4532403.53771312)",172100,Ngaruawahia Central,3.84713097,3.84713097,1789192.2563,5829034.7495,-37.66638305,175.14506504,19497059.455,-4532403.53771
"POINT (19496873.9774818 -4534420.12382482)",172200,Ngaruawahia South,4.42383165,4.42383165,1789008.89025,5827447.0449,-37.68072142,175.14339886,19496873.9775,-4534420.12382
"POINT (19511519.6922186 -4531421.05366595)",172300,Kainui-Gordonton,88.43275822,88.43275822,1800669.46935,5829539.83895,-37.65939637,175.27496356,19511519.6922,-4531421.05367
"POINT (19499093.8456948 -4540220.2150473)",172400,Te Kowhai,44.94853011,44.94853011,1790661.8951,5822832.08665,-37.72194588,175.16334028,19499093.8457,-4540220.21505
"POINT (19494638.5355508 -4545765.06104373)",172500,Whatawhata West,49.90188066,49.90188066,1787034.9609,5818542.0235,-37.76133473,175.12331755,19494638.5356,-4545765.06104
"POINT (19503453.8125301 -4537501.65853945)",172600,Horotiu,3.23027786,3.23027786,1794164.6011,5824895.40255,-37.70262644,175.20250653,19503453.8125,-4537501.65854
"POINT (19512291.440577 -4538023.26158382)",172700,Horsham Downs,15.79714053,15.79714053,1801154.19975,5824316.41585,-37.70633361,175.28189629,19512291.4406,-4538023.26158
"POINT (19498623.09727 -4551268.76508483)",172800,Whatawhata East,47.4593307,47.4593307,1790088.13005,5814133.6642,-37.80041059,175.15911148,19498623.0973,-4551268.76508
"POINT (19505458.3572504 -4550712.83064093)",172900,Rotokauri,15.64035555,15.64035555,1795505.05355,5814444.8547,-37.79646444,175.22051366,19505458.3573,-4550712.83064
"POINT (19518639.2790838 -4543960.11851221)",173000,Hamilton Park,46.31012113,46.31012113,1806064.6667,5819511.44105,-37.74851528,175.3389199,19518639.2791,-4543960.11851
"POINT (19529107.8802514 -4542709.33875271)",173100,Eureka-Tauwhare,135.54653096,135.54653096,1814376.79495,5820286.0421,-37.73963043,175.43296094,19529107.8803,-4542709.33875
"POINT (19520174.4156471 -4552985.81710993)",173200,Tamahere North,18.67399786,18.67399786,1807100.8081,5812369.6915,-37.8125973,175.35271026,19520174.4156,-4552985.81711
"POINT (19528004.9471038 -4551210.30209603)",173300,Pukemoremore,43.27696467,43.27696467,1813330.02865,5813609.813,-37.79999562,175.42305312,19528004.9471,-4551210.3021
"POINT (19524301.2040052 -4557891.45409797)",173400,Tamahere South,38.83661417,38.83661417,1810265.6907,5808424.25445,-37.84740377,175.38978183,19524301.204,-4557891.4541
"POINT (19532652.3791933 -4512023.63859881)",173500,Tahuna-Mangateparu,238.93640688,238.93640688,1817819.54635,5844438.57835,-37.52132213,175.46480172,19532652.3792,-4512023.6386
"POINT (19550894.3324844 -4509134.68790004)",173600,Mangaiti,258.10559592,258.10559592,1832367.52275,5846330.6981,-37.50073616,175.62867197,19550894.3325,-4509134.6879
"POINT (19546978.4065983 -4528923.64373815)",173700,Tatuanui,144.4596486,144.4596486,1828825.5301,5830781.1615,-37.64163374,175.59349461,19546978.4066,-4528923.64374
"POINT (19539332.2434815 -4536996.14293811)",173800,Tahuroa,181.86633688,181.86633688,1822592.59885,5824576.77525,-37.69903344,175.52480796,19539332.2435,-4536996.14294
"POINT (19540592.1692608 -4529783.02142654)",173900,Morrinsville East,3.87720115,3.87720115,1823744.66235,5830241.3064,-37.64774647,175.53612606,19540592.1693,-4529783.02143
"POINT (19538700.2392389 -4531212.9868347)",174000,Morrinsville West,3.90331638,3.90331638,1822214.6878,5829153.12445,-37.65791668,175.51913057,19538700.2392,-4531212.98683
"POINT (19559863.319414 -4513769.5384008)",174100,Te Aroha East,4.68067303,4.68067303,1839385.42385,5842463.68585,-37.53376025,175.70924175,19559863.3194,-4513769.5384
"POINT (19558907.7124067 -4516192.6137986)",174200,Te Aroha West,6.29337507,6.29337507,1838571.7206,5840570.19725,-37.55101925,175.70065739,19558907.7124,-4516192.6138
"POINT (19566443.2792008 -4522753.08216712)",174300,Waihou-Manawaru,140.78796695,140.78796695,1844399.9705,5835212.48085,-37.59772787,175.76835054,19566443.2792,-4522753.08217
"POINT (19559387.4743224 -4529192.14656598)",174400,Waitoa-Ngarua,107.2726301,107.2726301,1838656.5355,5830291.22115,-37.64354365,175.70496716,19559387.4743,-4529192.14657
"POINT (19563913.4392962 -4539388.61371868)",174500,Richmond Downs-Wardville,206.66719247,206.66719247,1842008.56435,5822141.7491,-37.71603663,175.7456246,19563913.4393,-4539388.61372
"POINT (19562727.4310238 -4549469.85427049)",174600,Waharoa-Peria,74.20316107,74.20316107,1840836.8795,5814222.6773,-37.78764074,175.7349705,19562727.431,-4549469.85427
"POINT (19575063.8048946 -4547388.40828627)",174700,Okauia,120.03151883,120.03151883,1850647.38465,5815571.3015,-37.77286251,175.84579003,19575063.8049,-4547388.40829
"POINT (19561127.2055004 -4561937.87406717)",174800,Hinuera,130.31340814,130.31340814,1839284.65935,5804442.2439,-37.87610156,175.72059543,19561127.2055,-4561937.87407
"POINT (19567813.1429844 -4552509.87220022)",174900,Matamata North,2.13192328,2.13192328,1844789.38525,5811709.0784,-37.8092195,175.78065623,19567813.143,-4552509.8722
"POINT (19566760.2804887 -4553681.07394999)",175000,Matamata South,4.02604771,4.02604771,1843929.2295,5810811.38195,-37.81753128,175.77119821,19566760.2805,-4553681.07395
"POINT (19578100.5591318 -4561294.0301081)",175100,Te Poi,127.85061624,127.85061624,1852713.56005,5804546.62795,-37.87153608,175.87306966,19578100.5591,-4561294.03011
"POINT (19505481.7294082 -4541672.46497102)",175200,Te Rapa North,9.24363616,9.24363616,1795692.7312,5821568.62535,-37.73226423,175.22072362,19505481.7294,-4541672.46497
"POINT (19508481.3183189 -4540264.27889248)",175300,Flagstaff North,1.7641358,1.7641358,1798094.19505,5822622.1949,-37.72225897,175.24766938,19508481.3183,-4540264.27889
"POINT (19504443.7916103 -4544931.56049335)",175400,Rotokauri-Waiwhakareke,7.1013538,7.1013538,1794810.26415,5819019.07215,-37.75541514,175.21139966,19504443.7916,-4544931.56049
"POINT (19507615.5381957 -4541273.9643997)",175500,Flagstaff South,1.6387606,1.6387606,1797389.60365,5821842.5395,-37.729433,175.23989195,19507615.5382,-4541273.9644
"POINT (19510416.1745803 -4539577.59457239)",175600,Rototuna North,2.66472937,2.66472937,1799639.3515,5823126.72565,-37.71737955,175.26505049,19510416.1746,-4539577.59457
"POINT (19507101.1200855 -4542679.80776361)",175700,Pukete West,0.8397182,0.8397182,1796955.8434,5820743.9643,-37.73942064,175.23527085,19507101.1201,-4542679.80776
"POINT (19509158.2614967 -4541939.14298957)",175800,Flagstaff East,1.80597939,1.80597939,1798598.40895,5821288.79235,-37.73415885,175.25375047,19509158.2615,-4541939.14299
"POINT (19510454.1516889 -4540878.46203014)",175900,Rototuna Central,1.44366123,1.44366123,1799644.59805,5822100.26785,-37.72662295,175.26539165,19510454.1517,-4540878.46203
"POINT (19508119.4233174 -4542987.96531009)",176000,Pukete East,1.09134429,1.09134429,1797756.13775,5820481.74555,-37.74160973,175.24441842,19508119.4233,-4542987.96531
"POINT (19512298.2363422 -4540818.76031678)",176100,Te Manatu,1.32591108,1.32591108,1801105.8435,5822111.86715,-37.72619876,175.28195734,19512298.2363,-4540818.76032
"POINT (19510961.3356597 -4542267.23811845)",176200,Rototuna South,1.97767227,1.97767227,1800019.6128,5820995.63075,-37.73648973,175.26994776,19510961.3357,-4542267.23812
"POINT (19507755.15435 -4545776.11351519)",176300,Te Rapa South,3.91540699,3.91540699,1797415.1247,5818291.08795,-37.76141322,175.24114614,19507755.1543,-4545776.11352
"POINT (19508769.0798298 -4544606.50690514)",176400,Saint Andrews West,1.00595172,1.00595172,1798239.72295,5819193.6127,-37.75310645,175.25025439,19508769.0798,-4544606.50691
"POINT (19510040.6066546 -4544640.52371769)",176500,Saint Andrews East,1.59423372,1.59423372,1799245.47365,5819142.5277,-37.75334806,175.26167671,19510040.6067,-4544640.52372
"POINT (19510540.1044879 -4543670.0480958)",176600,Queenwood (Hamilton City),1.48862883,1.48862883,1799659.3519,5819897.8903,-37.74645488,175.26616377,19510540.1045,-4543670.0481
"POINT (19512508.7955837 -4542159.24868847)",176700,St James,0.73392729,0.73392729,1801246.7666,5821050.9525,-37.73572255,175.28384883,19512508.7956,-4542159.24869
"POINT (19507070.6931654 -4547280.9833073)",176800,Crawshaw,0.86398334,0.86398334,1796845.09835,5817118.18235,-37.77209972,175.23499752,19507070.6932,-4547280.98331
"POINT (19512494.4867164 -4543287.99867805)",176900,Huntington,1.26251318,1.26251318,1801213.7189,5820161.42095,-37.74374104,175.28372029,19512494.4867,-4543287.99868
"POINT (19506140.3012881 -4549138.1460247)",177000,Western Heights (Hamilton City),1.07152116,1.07152116,1796074.04165,5815672.5009,-37.78528581,175.22663967,19506140.3013,-4549138.14602
"POINT (19506912.2130873 -4549101.25639343)",177100,Nawton West,1.09006111,1.09006111,1796685.42765,5815686.9923,-37.78502392,175.23357387,19506912.2131,-4549101.25639
"POINT (19507646.4631247 -4548340.12543519)",177200,Nawton East,1.31850933,1.31850933,1797280.6979,5816272.7529,-37.77962005,175.24016975,19507646.4631,-4548340.12544
"POINT (19511765.2451493 -4544733.86633286)",177300,Chartwell,0.89675001,0.89675001,1800608.713,5819035.83735,-37.75401103,175.2771694,19511765.2451,-4544733.86633
"POINT (19509064.5843116 -4547174.30446866)",177400,Forest Lake (Hamilton City),1.22811347,1.22811347,1798424.8586,5817164.37435,-37.77134221,175.25290895,19509064.5843,-4547174.30447
"POINT (19512631.5313517 -4544274.0660975)",177500,Chedworth,0.87746908,0.87746908,1801303.2167,5819381.5204,-37.75074523,175.28495138,19512631.5314,-4544274.0661
"POINT (19510017.0931651 -4546095.64799542)",177600,Beerescourt,1.02007447,1.02007447,1799199.13165,5817996.1772,-37.76368245,175.26146548,19510017.0932,-4546095.648
"POINT (19511140.5051449 -4546230.33320981)",177700,Miropiko,2.07899066,2.07899066,1800085.5959,5817868.48905,-37.76463892,175.27155726,19511140.5051,-4546230.33321
"POINT (19512790.5026365 -4545407.0828536)",177800,Porritt,1.23391248,1.23391248,1801407.21505,5818485.4532,-37.7587924,175.28637944,19512790.5026,-4545407.08285
"POINT (19508268.2925575 -4549612.04873173)",177900,Dinsdale North,1.52121058,1.52121058,1797748.6147,5815258.87615,-37.78865021,175.24575574,19508268.2926,-4549612.04873
"POINT (19509886.071448 -4548161.04585873)",178000,Maeroa,1.27988267,1.27988267,1799056.0984,5816371.19235,-37.77834857,175.26028849,19509886.0714,-4548161.04586
"POINT (19507551.2638299 -4550984.11365301)",178100,Dinsdale South,1.56104917,1.56104917,1797155.46775,5814191.6575,-37.79839009,175.23931456,19507551.2638,-4550984.11365
"POINT (19512534.9749453 -4546829.35965764)",178200,Fairfield (Hamilton City),1.39910689,1.39910689,1801177.60405,5817369.55735,-37.76889278,175.284084,19512534.9749,-4546829.35966
"POINT (19511020.6167509 -4548051.24479636)",178300,Whitiora,0.90554719,0.90554719,1799955.8751,5816435.951,-37.77756896,175.27048029,19511020.6168,-4548051.2448
"POINT (19513664.7957234 -4545938.75029678)",178400,Enderley North,0.69456729,0.69456729,1802088.87955,5818049.5036,-37.76256822,175.29423335,19513664.7957,-4545938.7503
